uid,date,start_time,end_time,duration
u02,2023-01-11,2023-01-11 22:51:02,2023-01-12 08:15:30,9.407769899249137
u02,2023-01-12,2023-01-13 00:00:54,2023-01-13 07:23:21,7.374144128855796
u02,2023-01-13,2023-01-14 01:41:00,2023-01-14 09:26:35,7.759776386311918
u02,2023-01-14,2023-01-15 02:37:48,2023-01-15 09:02:03,6.404160810490074
u02,2023-01-15,2023-01-16 01:20:23,2023-01-16 06:54:34,5.56969529095885
u02,2023-01-16,2023-01-17 00:59:36,2023-01-17 08:06:24,7.113411378059042
u02,2023-01-17,2023-01-17 22:11:33,2023-01-18 06:43:18,8.52928618619596
u02,2023-01-18,2023-01-18 23:50:04,2023-01-19 08:37:15,8.786300273819727
u02,2023-01-19,2023-01-20 00:28:38,2023-01-20 07:29:29,7.014068410480693
u02,2023-01-20,2023-01-20 22:48:05,2023-01-21 04:36:50,5.812500040551933
u02,2023-01-21,2023-01-21 20:20:43,2023-01-22 00:52:05,4.522586124429182
u02,2023-01-22,2023-01-22 22:45:56,2023-01-23 05:23:20,6.623529831196126
u02,2023-01-23,2023-01-23 23:13:20,2023-01-24 05:46:03,6.545321533554717
u02,2023-01-24,2023-01-25 00:19:27,2023-01-25 06:20:25,6.016242760137089
u02,2023-01-25,2023-01-26 02:43:33,2023-01-26 10:14:34,7.517167890671818
u02,2023-01-26,2023-01-27 00:11:34,2023-01-27 10:08:21,9.946359536581037
u02,2023-01-27,2023-01-27 21:18:14,2023-01-28 05:24:09,8.098793250532921
u02,2023-01-28,2023-01-29 00:46:26,2023-01-29 08:03:21,7.2821401555485
u02,2023-01-29,2023-01-30 00:16:13,2023-01-30 06:45:32,6.488835936246427
u02,2023-01-30,2023-01-30 23:05:01,2023-01-31 04:13:20,5.13867549914772
u03,2023-01-01,2023-01-02 00:14:17,2023-01-02 08:46:55,8.543839395679585
u03,2023-01-02,2023-01-02 23:31:29,2023-01-03 05:52:08,6.343982564182737
u03,2023-01-03,2023-01-03 23:28:23,2023-01-04 07:23:45,7.922750060791597
u03,2023-01-04,2023-01-04 21:25:40,2023-01-05 04:12:24,6.779109671363954
u03,2023-01-05,2023-01-06 00:32:14,2023-01-06 07:06:32,6.571635592779391
u03,2023-01-06,2023-01-07 00:42:25,2023-01-07 08:24:34,7.70236972680512
u03,2023-01-07,2023-01-07 21:08:57,2023-01-08 05:09:14,8.004818913710622
u03,2023-01-08,2023-01-08 23:45:49,2023-01-09 07:05:45,7.332387024289386
u03,2023-01-09,2023-01-10 01:22:48,2023-01-10 10:45:27,9.377597550546033
u03,2023-01-10,2023-01-10 22:44:49,2023-01-11 05:51:22,7.109147725255057
u03,2023-01-11,2023-01-11 22:09:20,2023-01-12 04:05:24,5.934290888028834
u03,2023-01-12,2023-01-12 21:48:20,2023-01-13 04:00:08,6.196617134357261
u03,2023-01-13,2023-01-13 20:30:42,2023-01-14 05:46:59,9.271318579762616
u03,2023-01-14,2023-01-14 23:35:24,2023-01-15 07:25:34,7.836124923923506
u03,2023-01-15,2023-01-15 22:05:35,2023-01-16 05:52:38,7.784075389030454
u03,2023-01-16,2023-01-17 00:07:29,2023-01-17 07:05:41,6.96995947379966
u03,2023-01-17,2023-01-17 21:41:24,2023-01-18 03:53:14,6.197258656715962
u03,2023-01-18,2023-01-19 01:17:53,2023-01-19 08:35:20,7.290827097659668
u03,2023-01-19,2023-01-20 00:03:12,2023-01-20 06:40:01,6.613417460085385
u03,2023-01-20,2023-01-21 01:10:57,2023-01-21 09:17:20,8.106397281795186
u03,2023-01-21,2023-01-21 22:53:53,2023-01-22 07:41:09,8.787599767274632
u03,2023-01-22,2023-01-23 02:35:25,2023-01-23 07:29:08,4.895264886957614
u03,2023-01-23,2023-01-23 20:55:01,2023-01-24 00:57:02,4.033815675824462
u03,2023-01-24,2023-01-25 01:09:13,2023-01-25 07:45:17,6.60097160873267
u03,2023-01-25,2023-01-25 23:19:48,2023-01-26 07:50:51,8.517445859920423
u03,2023-01-26,2023-01-26 22:36:28,2023-01-27 03:55:12,5.3122370621120405
u03,2023-01-27,2023-01-28 01:40:20,2023-01-28 07:01:13,5.348134153252192
u03,2023-01-28,2023-01-28 23:30:10,2023-01-29 08:19:57,8.829798041990944
u03,2023-01-29,2023-01-29 23:38:28,2023-01-30 06:57:44,7.321259437451858
u03,2023-01-30,2023-01-30 21:19:32,2023-01-31 03:47:51,6.471972184354621
u04,2023-01-01,2023-01-01 21:07:01,2023-01-02 03:53:01,6.766524910085252
u04,2023-01-02,2023-01-02 23:49:19,2023-01-03 06:12:18,6.383020135233616
u04,2023-01-03,2023-01-03 23:34:33,2023-01-04 06:36:10,7.026908719420465
u04,2023-01-04,2023-01-04 20:16:25,2023-01-05 03:44:30,7.468018370995274
u04,2023-01-05,2023-01-05 23:26:01,2023-01-06 07:36:38,8.17697095965548
u04,2023-01-06,2023-01-06 23:43:26,2023-01-07 05:11:04,5.4605601392795755
u04,2023-01-07,2023-01-07 22:30:05,2023-01-08 06:27:20,7.954174684844707
u04,2023-01-08,2023-01-08 19:12:32,2023-01-09 02:06:22,6.897134693377674
u04,2023-01-09,2023-01-09 21:22:31,2023-01-10 05:01:01,7.641869493581091
u04,2023-01-10,2023-01-10 20:31:03,2023-01-11 04:19:36,7.80894735383454
u04,2023-01-11,2023-01-11 23:50:37,2023-01-12 07:37:01,7.773313845534783
u04,2023-01-12,2023-01-12 22:38:50,2023-01-13 05:34:40,6.930483010048315
u04,2023-01-13,2023-01-13 22:07:20,2023-01-14 06:32:22,8.417195567054817
u04,2023-01-14,2023-01-14 21:02:26,2023-01-15 06:00:41,8.970652184588438
u04,2023-01-15,2023-01-16 00:44:15,2023-01-16 07:45:18,7.017657046441559
u04,2023-01-16,2023-01-16 23:29:15,2023-01-17 04:00:27,4.519869499535483
u04,2023-01-17,2023-01-17 23:52:37,2023-01-18 07:11:26,7.313466844388741
u04,2023-01-18,2023-01-19 00:47:13,2023-01-19 06:58:20,6.185220009801201
u04,2023-01-19,2023-01-19 23:14:23,2023-01-20 08:13:13,8.98058367891114
u04,2023-01-20,2023-01-21 00:24:28,2023-01-21 07:25:08,7.011188391596716
u04,2023-01-21,2023-01-21 22:16:28,2023-01-22 01:16:28,3.0
u04,2023-01-22,2023-01-23 01:45:37,2023-01-23 10:19:24,8.562962402702382
u04,2023-01-23,2023-01-23 21:41:34,2023-01-24 06:14:40,8.551640436918547
u04,2023-01-24,2023-01-24 23:45:16,2023-01-25 06:15:52,6.510009159511803
u04,2023-01-25,2023-01-26 00:00:39,2023-01-26 06:23:33,6.381816044424076
u04,2023-01-26,2023-01-26 21:20:23,2023-01-27 02:47:52,5.45796112689625
u04,2023-01-27,2023-01-27 22:59:12,2023-01-28 07:17:47,8.309604316785757
u04,2023-01-28,2023-01-28 22:38:43,2023-01-29 05:07:03,6.472219943733848
u04,2023-01-29,2023-01-30 02:18:09,2023-01-30 08:57:45,6.660043298536116
u04,2023-01-30,2023-01-30 22:51:04,2023-01-31 07:01:34,8.174929328995633
u05,2023-01-01,2023-01-02 00:31:42,2023-01-02 07:54:41,7.382843750793204
u05,2023-01-02,2023-01-02 22:42:10,2023-01-03 04:42:55,6.012693427522281
u05,2023-01-03,2023-01-03 22:16:04,2023-01-04 06:30:36,8.242067879517073
u05,2023-01-04,2023-01-04 22:43:16,2023-01-05 05:30:47,6.79205102112312
u05,2023-01-05,2023-01-05 20:37:07,2023-01-06 03:00:20,6.387009543285573
u05,2023-01-06,2023-01-06 21:35:49,2023-01-07 04:02:35,6.44618282225101
u05,2023-01-07,2023-01-08 00:47:34,2023-01-08 06:39:53,5.871983881404435
u05,2023-01-08,2023-01-08 22:38:01,2023-01-09 05:05:30,6.458244124817339
u05,2023-01-09,2023-01-09 23:26:26,2023-01-10 07:13:47,7.788999739943022
u05,2023-01-10,2023-01-11 01:32:10,2023-01-11 09:54:07,8.365957440549607
u05,2023-01-11,2023-01-12 00:50:51,2023-01-12 06:21:40,5.513648523517888
u05,2023-01-12,2023-01-13 00:51:45,2023-01-13 08:51:51,8.001689286800676
u05,2023-01-13,2023-01-13 23:38:56,2023-01-14 07:24:57,7.7668441579625185
u05,2023-01-14,2023-01-14 22:16:33,2023-01-15 05:16:06,6.992492107992073
u05,2023-01-15,2023-01-15 21:26:41,2023-01-16 05:09:38,7.715712314537077
u05,2023-01-16,2023-01-17 01:14:06,2023-01-17 07:24:08,6.167152658903497
u05,2023-01-17,2023-01-17 23:17:28,2023-01-18 05:21:29,6.066890778395982
u05,2023-01-18,2023-01-19 01:24:47,2023-01-19 08:24:38,6.997550810468884
u05,2023-01-19,2023-01-19 23:42:46,2023-01-20 08:37:50,8.917952800987567
u05,2023-01-20,2023-01-20 22:17:20,2023-01-21 04:16:18,5.982558686761855
u05,2023-01-21,2023-01-21 21:39:57,2023-01-22 04:35:44,6.92955944701748
u05,2023-01-22,2023-01-22 22:29:46,2023-01-23 06:11:39,7.698004211184698
u05,2023-01-23,2023-01-24 02:24:58,2023-01-24 11:21:57,8.949788186024751
u05,2023-01-24,2023-01-24 22:33:38,2023-01-25 03:06:46,4.5519942623752785
u05,2023-01-25,2023-01-26 00:00:21,2023-01-26 07:25:39,7.421545831806192
u05,2023-01-26,2023-01-27 01:01:01,2023-01-27 09:59:34,8.975866774778979
u05,2023-01-27,2023-01-27 22:58:35,2023-01-28 05:29:08,6.50914235919814
u05,2023-01-28,2023-01-29 00:57:10,2023-01-29 10:39:27,9.70470301859961
u05,2023-01-29,2023-01-30 00:22:02,2023-01-30 04:20:43,3.9781379992243595
u05,2023-01-30,2023-01-31 01:52:48,2023-01-31 10:38:50,8.767116979945294
u06,2023-01-01,2023-01-01 23:56:51,2023-01-02 04:46:57,4.834874726207801
u06,2023-01-02,2023-01-02 22:01:57,2023-01-03 06:04:44,8.046329999893011
u06,2023-01-03,2023-01-03 21:31:56,2023-01-04 07:09:30,9.626201694655583
u06,2023-01-04,2023-01-05 00:06:53,2023-01-05 08:04:25,7.9589279906673545
u06,2023-01-05,2023-01-05 23:28:41,2023-01-06 07:50:40,8.366333083865975
u06,2023-01-06,2023-01-06 21:10:07,2023-01-07 03:26:58,6.280881811448593
u06,2023-01-07,2023-01-07 22:30:27,2023-01-08 04:59:30,6.484208072367488
u06,2023-01-08,2023-01-08 22:58:14,2023-01-09 06:31:28,7.5538658429286425
u06,2023-01-09,2023-01-10 00:48:09,2023-01-10 06:53:22,6.086885005729856
u06,2023-01-10,2023-01-10 22:31:08,2023-01-11 03:25:48,4.911065816083304
u06,2023-01-11,2023-01-11 23:50:52,2023-01-12 02:50:52,3.0
u06,2023-01-12,2023-01-12 23:00:36,2023-01-13 07:28:58,8.472856713588596
u06,2023-01-13,2023-01-13 23:25:35,2023-01-14 07:29:29,8.065078606482516
u06,2023-01-14,2023-01-15 01:23:21,2023-01-15 07:00:09,5.613328058645838
u06,2023-01-15,2023-01-16 00:25:12,2023-01-16 09:51:04,9.431160462158992
u06,2023-01-16,2023-01-16 19:42:37,2023-01-17 04:43:39,9.017200066101703
u06,2023-01-17,2023-01-18 00:02:23,2023-01-18 06:32:32,6.5024605292735185
u06,2023-01-18,2023-01-18 23:43:47,2023-01-19 06:09:06,6.421849384428179
u06,2023-01-19,2023-01-19 23:33:57,2023-01-20 08:13:34,8.660513303906997
u06,2023-01-20,2023-01-20 23:27:32,2023-01-21 07:36:44,8.15329769118888
u06,2023-01-21,2023-01-22 02:02:55,2023-01-22 07:54:17,5.856085031238763
u06,2023-01-22,2023-01-23 00:18:37,2023-01-23 07:29:47,7.186127539782969
u06,2023-01-23,2023-01-23 22:21:22,2023-01-24 02:59:28,4.635053186185666
u06,2023-01-24,2023-01-25 01:05:30,2023-01-25 08:34:15,7.47927038443397
u06,2023-01-25,2023-01-25 20:07:04,2023-01-26 01:35:50,5.479376853209905
u06,2023-01-26,2023-01-27 00:38:24,2023-01-27 06:14:12,5.596674999667897
u06,2023-01-27,2023-01-28 00:53:58,2023-01-28 07:58:36,7.077254484037126
u06,2023-01-28,2023-01-28 22:03:03,2023-01-29 04:49:17,6.770475743564418
u06,2023-01-29,2023-01-30 00:12:40,2023-01-30 05:50:42,5.63370486585524
u06,2023-01-30,2023-01-30 23:37:00,2023-01-31 06:39:49,7.046807677842744
u07,2023-01-01,2023-01-01 23:20:17,2023-01-02 03:13:57,3.894606551133064
u07,2023-01-02,2023-01-02 23:59:03,2023-01-03 05:55:00,5.932641473940472
u07,2023-01-03,2023-01-04 00:52:51,2023-01-04 07:16:55,6.401195769216208
u07,2023-01-04,2023-01-05 00:37:06,2023-01-05 07:31:24,6.905069484227301
u07,2023-01-05,2023-01-06 01:17:09,2023-01-06 08:46:27,7.488452633136482
u07,2023-01-06,2023-01-06 23:41:29,2023-01-07 08:42:07,9.010556325690215
u07,2023-01-07,2023-01-07 23:40:00,2023-01-08 04:57:57,5.299250015070659
u07,2023-01-08,2023-01-08 22:03:19,2023-01-09 07:31:14,9.465492122407134
u07,2023-01-09,2023-01-09 23:10:47,2023-01-10 07:45:00,8.57014520954146
u07,2023-01-10,2023-01-11 02:00:02,2023-01-11 08:04:30,6.074292599837654
u07,2023-01-11,2023-01-12 00:56:31,2023-01-12 07:34:40,6.636038079690315
u07,2023-01-12,2023-01-12 20:58:07,2023-01-13 04:31:52,7.562485578835291
u07,2023-01-13,2023-01-14 00:33:26,2023-01-14 04:15:12,3.6960659231943422
u07,2023-01-14,2023-01-14 22:47:37,2023-01-15 06:09:54,7.371543705294144
u07,2023-01-15,2023-01-15 22:39:57,2023-01-16 04:25:49,5.76452501573611
u07,2023-01-16,2023-01-16 23:24:18,2023-01-17 05:41:52,6.292731022539233
u07,2023-01-17,2023-01-17 21:12:51,2023-01-18 03:11:02,5.969913410721553
u07,2023-01-18,2023-01-18 23:23:29,2023-01-19 04:46:11,5.378404758837176
u07,2023-01-19,2023-01-19 23:13:16,2023-01-20 08:30:53,9.293546649147466
u07,2023-01-20,2023-01-21 00:04:32,2023-01-21 06:36:29,6.53255808882269
u07,2023-01-21,2023-01-22 02:46:26,2023-01-22 09:25:40,6.653791308196073
u07,2023-01-22,2023-01-23 01:50:30,2023-01-23 07:48:16,5.962755808130698
u07,2023-01-23,2023-01-23 22:34:52,2023-01-24 07:42:33,9.128053339170009
u07,2023-01-24,2023-01-24 22:49:00,2023-01-25 04:32:07,5.71856971828454
u07,2023-01-25,2023-01-26 00:45:53,2023-01-26 07:55:22,7.158021729262328
u07,2023-01-26,2023-01-27 00:27:52,2023-01-27 08:14:42,7.780609782941728
u07,2023-01-27,2023-01-28 03:10:42,2023-01-28 09:46:51,6.6024510469156015
u07,2023-01-28,2023-01-29 01:29:38,2023-01-29 07:16:17,5.7773248822887115
u07,2023-01-29,2023-01-30 00:45:00,2023-01-30 09:09:45,8.41256256586246
u07,2023-01-30,2023-01-30 21:34:42,2023-01-31 03:08:58,5.57091565289554
u08,2023-01-01,2023-01-01 23:45:31,2023-01-02 07:47:01,8.025010503224443
u08,2023-01-02,2023-01-02 23:02:26,2023-01-03 03:54:51,4.873571775081793
u08,2023-01-03,2023-01-04 00:21:01,2023-01-04 06:39:23,6.3061663507547365
u08,2023-01-04,2023-01-04 20:20:14,2023-01-05 03:53:33,7.555187433198618
u08,2023-01-05,2023-01-06 00:45:42,2023-01-06 06:02:58,5.287658244592385
u08,2023-01-06,2023-01-06 20:31:52,2023-01-07 05:09:04,8.619980129415945
u08,2023-01-07,2023-01-07 23:37:03,2023-01-08 06:59:20,7.3713879989554005
u08,2023-01-08,2023-01-08 22:16:25,2023-01-09 05:46:08,7.495302418821522
u08,2023-01-09,2023-01-09 22:45:37,2023-01-10 07:36:18,8.844727738461593
u08,2023-01-10,2023-01-10 23:23:58,2023-01-11 11:00:04,11.601481439344713
u08,2023-01-11,2023-01-11 21:32:03,2023-01-12 03:04:39,5.543311611137161
u08,2023-01-12,2023-01-12 23:11:25,2023-01-13 09:22:45,10.18877563671281
u08,2023-01-13,2023-01-13 23:36:23,2023-01-14 07:11:47,7.590184043096539
u08,2023-01-14,2023-01-14 23:32:47,2023-01-15 07:44:18,8.191869816501132
u08,2023-01-15,2023-01-16 02:58:49,2023-01-16 10:12:03,7.220625378882306
u08,2023-01-16,2023-01-16 19:59:54,2023-01-16 22:59:54,3.0
u08,2023-01-17,2023-01-17 23:34:34,2023-01-18 05:47:14,6.21133354418676
u08,2023-01-18,2023-01-18 19:23:08,2023-01-19 03:06:08,7.7167124408114605
u08,2023-01-19,2023-01-19 22:59:01,2023-01-20 06:07:02,7.133755097783362
u08,2023-01-20,2023-01-20 23:17:53,2023-01-21 06:23:19,7.090816100448214
u08,2023-01-21,2023-01-21 21:55:03,2023-01-22 07:26:16,9.520201508756545
u08,2023-01-22,2023-01-22 22:21:47,2023-01-23 04:21:26,5.994187217113036
u08,2023-01-23,2023-01-23 21:45:58,2023-01-24 06:20:13,8.570853116095048
u08,2023-01-24,2023-01-25 02:58:15,2023-01-25 10:21:15,7.383433519345694
u08,2023-01-25,2023-01-25 23:03:05,2023-01-26 08:06:26,9.05586635694801
u08,2023-01-26,2023-01-26 21:32:57,2023-01-27 05:30:33,7.960031704427365
u08,2023-01-27,2023-01-27 23:28:38,2023-01-28 04:12:37,4.733024049033695
u08,2023-01-28,2023-01-29 00:11:38,2023-01-29 05:17:14,5.09328571371397
u08,2023-01-29,2023-01-29 22:09:56,2023-01-30 03:23:35,5.2276971055124335
u08,2023-01-30,2023-01-31 00:22:32,2023-01-31 09:09:53,8.789096450365799
u09,2023-01-01,2023-01-01 22:16:14,2023-01-02 03:16:56,5.011819300671942
u09,2023-01-02,2023-01-02 23:15:33,2023-01-03 04:46:42,5.518902649642681
u09,2023-01-03,2023-01-03 20:24:56,2023-01-04 04:03:11,7.637392912363325
u09,2023-01-04,2023-01-05 00:45:50,2023-01-05 06:51:38,6.096537288799683
u09,2023-01-05,2023-01-05 23:17:57,2023-01-06 07:15:07,7.952805880010336
u09,2023-01-06,2023-01-06 22:08:17,2023-01-07 07:52:36,9.738410026041262
u09,2023-01-07,2023-01-07 22:04:50,2023-01-08 03:27:17,5.3741259200063
u09,2023-01-08,2023-01-08 22:45:38,2023-01-09 06:44:29,7.980642040381243
u09,2023-01-09,2023-01-09 22:53:37,2023-01-10 06:35:22,7.695833422574684
u09,2023-01-10,2023-01-10 23:11:43,2023-01-11 05:33:30,6.3629296780607145
u09,2023-01-11,2023-01-11 23:40:37,2023-01-12 06:19:16,6.644153768498534
u09,2023-01-12,2023-01-12 22:43:53,2023-01-13 07:17:03,8.552788325031777
u09,2023-01-13,2023-01-14 02:22:02,2023-01-14 08:55:38,6.5598659868478375
u09,2023-01-14,2023-01-15 00:11:15,2023-01-15 07:02:34,6.855246480616045
u09,2023-01-15,2023-01-16 00:57:15,2023-01-16 07:53:47,6.9421577223452005
u09,2023-01-16,2023-01-17 01:54:49,2023-01-17 08:09:19,6.241655879528493
u09,2023-01-17,2023-01-18 01:16:37,2023-01-18 05:49:15,4.543919280456202
u09,2023-01-18,2023-01-18 22:33:01,2023-01-19 05:02:52,6.4973652272662985
u09,2023-01-19,2023-01-19 22:43:46,2023-01-20 05:09:04,6.421616321289803
u09,2023-01-20,2023-01-20 21:19:29,2023-01-21 07:25:42,10.10387749628169
u09,2023-01-21,2023-01-21 23:16:13,2023-01-22 04:33:29,5.287918783999909
u09,2023-01-22,2023-01-22 23:41:09,2023-01-23 10:00:09,10.316924984276763
u09,2023-01-23,2023-01-24 00:48:59,2023-01-24 06:25:10,5.603092542323596
u09,2023-01-24,2023-01-25 02:58:13,2023-01-25 09:52:50,6.910399208384781
u09,2023-01-25,2023-01-26 00:58:32,2023-01-26 10:34:37,9.601422069487164
u09,2023-01-26,2023-01-26 22:42:55,2023-01-27 07:04:44,8.363456001901387
u09,2023-01-27,2023-01-27 22:19:08,2023-01-28 04:47:43,6.476172739799665
u09,2023-01-28,2023-01-28 23:07:08,2023-01-29 06:02:03,6.915458189334741
u09,2023-01-29,2023-01-29 21:52:25,2023-01-30 04:14:55,6.37491000022329
u09,2023-01-30,2023-01-30 23:12:58,2023-01-31 04:25:22,5.206727679625079
u10,2023-01-01,2023-01-01 22:47:50,2023-01-02 06:32:10,7.739091211273621
u10,2023-01-02,2023-01-03 00:11:36,2023-01-03 06:56:59,6.75639633737072
u10,2023-01-03,2023-01-03 23:40:42,2023-01-04 07:12:01,7.521946047960308
u10,2023-01-04,2023-01-04 23:42:31,2023-01-05 09:40:34,9.967386146907117
u10,2023-01-05,2023-01-05 22:28:56,2023-01-06 03:46:10,5.287171402614419
u10,2023-01-06,2023-01-07 00:51:37,2023-01-07 08:59:14,8.127058048081944
u10,2023-01-07,2023-01-07 23:05:11,2023-01-08 05:30:22,6.419723115309642
u10,2023-01-08,2023-01-09 00:48:46,2023-01-09 09:08:08,8.322725881317039
u10,2023-01-09,2023-01-09 22:51:22,2023-01-10 05:53:54,7.042315598709475
u10,2023-01-10,2023-01-10 21:56:59,2023-01-11 05:54:42,7.961934589568093
u10,2023-01-11,2023-01-12 00:59:52,2023-01-12 07:47:55,6.800798909015595
u10,2023-01-12,2023-01-13 00:48:02,2023-01-13 05:49:32,5.0248382838477275
u10,2023-01-13,2023-01-13 22:08:31,2023-01-14 07:02:29,8.89964046847806
u10,2023-01-14,2023-01-15 00:10:28,2023-01-15 07:27:35,7.285459018700724
u10,2023-01-15,2023-01-15 21:48:32,2023-01-16 07:51:08,10.043297973643986
u10,2023-01-16,2023-01-17 00:28:12,2023-01-17 08:36:26,8.137335243729986
u10,2023-01-17,2023-01-17 23:51:32,2023-01-18 09:13:03,9.358553538935517
