uid,date,stress_label,sleep_duration,sleep_midpoint,activity_level,activity_variance,routine_change
u00,2023-01-27,3,7.813020152260918,5.15,7,0.46430562148753646,4
u00,2023-01-28,1,6.875231133765001,4.5,7,0.46430562148753646,3
u00,2023-01-29,3,5.292672763106605,23.716666666666665,4,0.38069349381344053,3
u00,2023-01-30,2,6.513193056123136,2.35,8,0.48154341234307685,2
u01,2023-01-01,2,3.0,3.1,7,0.4643056214875365,4
u01,2023-01-02,2,6.5849141112278975,3.3666666666666667,8,0.48154341234307674,3
u01,2023-01-03,3,10.433744529972682,5.383333333333334,12,0.5107539184552492,2
u01,2023-01-04,1,4.46397721072042,1.7666666666666666,5,0.41485111699905347,2
u01,2023-01-05,2,9.183909629983422,3.3666666666666667,4,0.3806934938134405,3
u01,2023-01-06,3,4.239986981297235,1.4166666666666667,13,0.5089773777040515,3
u01,2023-01-07,1,6.616757720200663,6.366666666666666,9,0.49453535504684026,5
u01,2023-01-08,1,6.941982753129728,2.066666666666667,11,0.5089773777040515,3
u01,2023-01-09,1,8.021790476826688,2.65,3,0.3378319623460881,3
u01,2023-01-10,2,7.661553090300954,3.4166666666666665,14,0.5036101551853349,2
u01,2023-01-11,1,9.843183436495131,2.5166666666666666,10,0.5036101551853349,3
u01,2023-01-12,2,6.740240981718505,1.55,5,0.41485111699905336,4
u01,2023-01-13,1,6.683095572635433,1.6,6,0.4423258684646914,3
u01,2023-01-14,1,4.470525959593974,3.3833333333333333,14,0.5036101551853348,4
u01,2023-01-15,2,8.474674815803853,4.8,9,0.4945353550468402,3
u01,2023-01-16,2,7.588708127630399,2.4333333333333336,6,0.4423258684646914,2
u01,2023-01-17,3,4.744849417877353,4.616666666666667,6,0.44232586846469135,3
u01,2023-01-18,3,5.509084834343119,3.3333333333333335,13,0.5089773777040515,3
u01,2023-01-19,2,6.5777841530422565,3.0833333333333335,10,0.5036101551853349,3
u01,2023-01-20,3,5.138344702991466,23.45,13,0.5089773777040515,4
u01,2023-01-21,1,5.034489476552853,1.5,5,0.4148511169990534,4
u01,2023-01-22,1,6.661061545152436,3.2666666666666666,13,0.5089773777040515,3
u01,2023-01-23,3,6.261667474432765,0.6,2,0.28232985128663995,2
u01,2023-01-24,1,5.289069532990878,0.6,7,0.4643056214875365,3
u01,2023-01-25,1,6.4405070288941415,2.066666666666667,3,0.3378319623460881,3
u01,2023-01-26,1,5.112575743877514,2.1333333333333333,13,0.5089773777040515,3
u01,2023-01-27,1,6.236278828881045,0.55,9,0.4945353550468402,2
u01,2023-01-28,3,7.265934336164002,3.3166666666666664,18,0.44232586846469135,4
u01,2023-01-29,3,9.850416149786374,4.383333333333334,9,0.4945353550468402,3
u01,2023-01-30,2,7.741014651079082,3.65,6,0.44232586846469135,3
u02,2023-01-01,1,4.862921539322967,1.75,7,0.4643056214875365,3
u02,2023-01-02,1,10.26243640840256,4.066666666666666,8,0.4815434123430768,3
u02,2023-01-03,2,8.948973880853922,4.866666666666667,6,0.44232586846469135,3
u02,2023-01-04,3,4.794574221172304,1.1166666666666667,11,0.5089773777040516,3
u02,2023-01-05,2,7.530912051449096,0.85,7,0.46430562148753646,2
u02,2023-01-06,3,7.296661529451801,4.6,6,0.44232586846469135,3
u02,2023-01-07,3,6.576650783965014,3.8666666666666667,11,0.5089773777040515,4
u02,2023-01-08,3,8.877399916072108,5.616666666666667,15,0.4945353550468402,3
u02,2023-01-09,2,4.99539113694955,2.9166666666666665,13,0.5089773777040515,3
u02,2023-01-10,3,8.090937391495602,4.783333333333333,4,0.3806934938134405,3
u02,2023-01-11,3,9.407769899249136,3.55,9,0.49453535504684026,3
u02,2023-01-12,2,7.374144128855796,3.7,8,0.48154341234307685,3
u02,2023-01-13,1,7.759776386311918,5.55,3,0.3378319623460881,3
u02,2023-01-14,2,6.404160810490074,5.816666666666666,13,0.5089773777040515,5
u02,2023-01-15,2,5.56969529095885,4.116666666666666,6,0.44232586846469135,3
u02,2023-01-16,1,7.113411378059042,4.55,6,0.44232586846469135,3
u02,2023-01-17,2,8.52928618619596,2.45,6,0.4423258684646913,2
u02,2023-01-18,3,8.786300273819727,4.216666666666667,7,0.4643056214875365,1
u02,2023-01-19,2,7.014068410480693,3.9833333333333334,7,0.4643056214875365,4
u02,2023-01-20,1,5.812500040551933,1.7,12,0.5107539184552492,3
u02,2023-01-21,3,4.522586124429182,22.6,12,0.5107539184552492,3
u02,2023-01-22,2,6.623529831196126,2.066666666666667,8,0.4815434123430768,4
u02,2023-01-23,3,6.545321533554717,2.4833333333333334,12,0.5107539184552492,1
u02,2023-01-24,1,6.016242760137089,3.3166666666666664,12,0.5107539184552492,2
u02,2023-01-25,1,7.517167890671818,6.483333333333333,9,0.49453535504684026,2
u02,2023-01-26,1,9.946359536581037,5.15,10,0.5036101551853349,3
u02,2023-01-27,3,8.098793250532921,1.35,13,0.5089773777040516,3
u02,2023-01-28,3,7.2821401555485,4.4,17,0.4643056214875365,3
u02,2023-01-29,3,6.488835936246427,3.5,9,0.49453535504684026,4
u02,2023-01-30,1,5.13867549914772,1.65,10,0.5036101551853348,2
u03,2023-01-01,1,8.543839395679585,4.5,12,0.5107539184552492,3
u03,2023-01-02,2,6.343982564182737,2.6833333333333336,9,0.49453535504684026,2
u03,2023-01-03,1,7.922750060791597,3.4333333333333336,8,0.48154341234307685,2
u03,2023-01-04,3,6.779109671363954,0.8166666666666667,15,0.4945353550468402,2
u03,2023-01-05,1,6.571635592779391,3.8166666666666664,6,0.4423258684646913,2
u03,2023-01-06,1,7.70236972680512,4.55,12,0.5107539184552492,3
u03,2023-01-07,2,8.004818913710622,1.15,4,0.3806934938134405,2
u03,2023-01-08,3,7.332387024289386,3.4166666666666665,5,0.41485111699905347,4
u03,2023-01-09,2,9.377597550546032,6.066666666666666,8,0.4815434123430768,2
u03,2023-01-10,3,7.109147725255057,2.3,12,0.5107539184552492,2
u03,2023-01-11,2,5.934290888028834,1.1166666666666667,7,0.4643056214875365,2
u03,2023-01-12,3,6.196617134357261,0.9,14,0.5036101551853348,4
u03,2023-01-13,1,9.271318579762616,1.1333333333333333,7,0.4643056214875365,5
u03,2023-01-14,1,7.836124923923506,3.5,7,0.46430562148753646,3
u03,2023-01-15,2,7.784075389030454,1.9833333333333334,13,0.5089773777040515,4
u03,2023-01-16,3,6.96995947379966,3.6,9,0.49453535504684026,1
u03,2023-01-17,3,6.197258656715962,0.7833333333333333,14,0.5036101551853348,3
u03,2023-01-18,1,7.290827097659668,4.933333333333334,7,0.4643056214875365,3
u03,2023-01-19,2,6.613417460085385,3.35,13,0.5089773777040516,4
u03,2023-01-20,1,8.106397281795186,5.233333333333333,11,0.5089773777040516,2
u03,2023-01-21,3,8.787599767274632,3.283333333333333,9,0.49453535504684026,4
u03,2023-01-22,3,4.895264886957614,5.033333333333333,10,0.5036101551853348,4
u03,2023-01-23,3,4.033815675824462,22.933333333333334,13,0.5089773777040516,2
u03,2023-01-24,2,6.60097160873267,4.45,9,0.49453535504684026,3
u03,2023-01-25,2,8.517445859920423,3.5833333333333335,10,0.5036101551853349,3
u03,2023-01-26,1,5.3122370621120405,1.25,11,0.5089773777040516,2
u03,2023-01-27,1,5.348134153252192,4.333333333333333,12,0.5107539184552492,2
u03,2023-01-28,2,8.829798041990944,3.9166666666666665,14,0.5036101551853349,5
u03,2023-01-29,1,7.321259437451858,3.3,11,0.5089773777040516,4
u03,2023-01-30,1,6.471972184354621,0.55,16,0.48154341234307685,2
u04,2023-01-01,2,6.766524910085252,0.5,16,0.48154341234307685,4
u04,2023-01-02,3,6.383020135233616,3.0,8,0.4815434123430768,4
u04,2023-01-03,1,7.026908719420465,3.0833333333333335,6,0.44232586846469135,4
u04,2023-01-04,1,7.468018370995274,0.0,16,0.48154341234307685,3
u04,2023-01-05,2,8.17697095965548,3.5166666666666666,15,0.49453535504684026,3
u04,2023-01-06,2,5.460560139279576,2.45,13,0.5089773777040515,3
u04,2023-01-07,2,7.954174684844707,2.466666666666667,13,0.5089773777040515,5
u04,2023-01-08,2,6.897134693377674,22.65,9,0.49453535504684026,4
u04,2023-01-09,3,7.641869493581091,1.1833333333333333,9,0.49453535504684026,2
u04,2023-01-10,1,7.80894735383454,0.4166666666666667,6,0.4423258684646914,1
u04,2023-01-11,3,7.773313845534783,3.716666666666667,7,0.4643056214875365,3
u04,2023-01-12,1,6.930483010048315,2.1,13,0.5089773777040515,3
u04,2023-01-13,3,8.417195567054817,2.3166666666666664,15,0.49453535504684026,3
u04,2023-01-14,1,8.970652184588438,1.5166666666666666,14,0.5036101551853348,4
u04,2023-01-15,3,7.017657046441559,4.233333333333333,14,0.5036101551853348,4
u04,2023-01-16,2,4.519869499535483,1.7333333333333334,7,0.4643056214875365,4
u04,2023-01-17,3,7.313466844388741,3.533333333333333,6,0.44232586846469135,3
u04,2023-01-18,3,6.185220009801201,3.8666666666666667,8,0.48154341234307674,4
u04,2023-01-19,3,8.98058367891114,3.716666666666667,8,0.48154341234307685,3
u04,2023-01-20,3,7.011188391596716,3.9,10,0.5036101551853349,4
u04,2023-01-21,2,3.0,23.766666666666666,15,0.49453535504684015,5
u04,2023-01-22,1,8.562962402702382,6.033333333333333,12,0.5107539184552492,4
u04,2023-01-23,1,8.551640436918547,1.9666666666666668,12,0.5107539184552491,3
u04,2023-01-24,2,6.510009159511803,3.0,5,0.4148511169990534,3
u04,2023-01-25,1,6.381816044424076,3.2,9,0.4945353550468402,2
u04,2023-01-26,2,5.45796112689625,0.06666666666666667,7,0.4643056214875366,3
u04,2023-01-27,1,8.309604316785757,3.1333333333333333,12,0.5107539184552492,4
u04,2023-01-28,1,6.472219943733848,1.8666666666666667,10,0.5036101551853349,5
u04,2023-01-29,3,6.660043298536116,5.616666666666667,6,0.4423258684646914,4
u04,2023-01-30,1,8.174929328995633,2.9333333333333336,16,0.48154341234307674,3
u05,2023-01-01,2,7.382843750793204,4.216666666666667,9,0.4945353550468403,4
u05,2023-01-02,2,6.012693427522281,1.7,15,0.4945353550468402,3
u05,2023-01-03,2,8.242067879517073,2.3833333333333333,4,0.3806934938134405,3
u05,2023-01-04,2,6.79205102112312,2.1166666666666667,7,0.46430562148753646,2
u05,2023-01-05,3,6.387009543285573,23.8,13,0.5089773777040515,3
u05,2023-01-06,3,6.44618282225101,0.8166666666666667,4,0.38069349381344053,3
u05,2023-01-07,3,5.871983881404435,3.716666666666667,13,0.5089773777040515,3
u05,2023-01-08,1,6.458244124817339,1.85,9,0.49453535504684026,3
u05,2023-01-09,3,7.788999739943022,3.3333333333333335,8,0.48154341234307685,2
u05,2023-01-10,2,8.365957440549607,5.716666666666667,6,0.44232586846469135,2
u05,2023-01-11,3,5.513648523517888,3.6,13,0.5089773777040515,3
u05,2023-01-12,1,8.001689286800676,4.85,13,0.5089773777040515,2
u05,2023-01-13,1,7.7668441579625185,3.5166666666666666,8,0.4815434123430768,4
u05,2023-01-14,1,6.992492107992073,1.7666666666666666,9,0.49453535504684026,3
u05,2023-01-15,1,7.715712314537077,1.3,14,0.5036101551853349,4
u05,2023-01-16,1,6.167152658903497,4.316666666666666,15,0.49453535504684026,4
u05,2023-01-17,2,6.066890778395982,2.3166666666666664,5,0.41485111699905336,3
u05,2023-01-18,3,6.997550810468884,4.9,12,0.5107539184552493,3
u05,2023-01-19,1,8.917952800987567,4.166666666666667,13,0.5089773777040515,3
u05,2023-01-20,2,5.982558686761855,1.2666666666666666,9,0.49453535504684026,3
u05,2023-01-21,2,6.92955944701748,1.1166666666666667,11,0.5089773777040515,4
u05,2023-01-22,1,7.698004211184698,2.3333333333333335,10,0.5036101551853349,5
u05,2023-01-23,2,8.949788186024751,6.883333333333333,11,0.5089773777040516,2
u05,2023-01-24,1,4.551994262375279,0.8333333333333334,8,0.4815434123430768,3
u05,2023-01-25,1,7.421545831806192,3.7,9,0.49453535504684026,3
u05,2023-01-26,1,8.975866774778979,5.5,13,0.5089773777040515,2
u05,2023-01-27,1,6.50914235919814,2.216666666666667,10,0.5036101551853349,2
u05,2023-01-28,2,9.70470301859961,5.8,11,0.5089773777040516,4
u05,2023-01-29,3,3.97813799922436,2.35,8,0.48154341234307685,3
u05,2023-01-30,2,8.767116979945294,6.25,12,0.5107539184552491,4
u06,2023-01-01,3,4.834874726207801,2.35,16,0.4815434123430768,3
u06,2023-01-02,1,8.046329999893011,2.05,13,0.5089773777040515,5
u06,2023-01-03,1,9.626201694655585,2.3333333333333335,11,0.5089773777040515,3
u06,2023-01-04,3,7.958927990667354,4.083333333333333,6,0.44232586846469135,3
u06,2023-01-05,2,8.366333083865975,3.65,9,0.4945353550468403,3
u06,2023-01-06,2,6.280881811448593,0.3,3,0.3378319623460881,2
u06,2023-01-07,3,6.484208072367488,1.7333333333333334,8,0.48154341234307685,4
u06,2023-01-08,2,7.553865842928642,2.7333333333333334,9,0.49453535504684026,4
u06,2023-01-09,1,6.086885005729856,3.8333333333333335,13,0.5089773777040515,3
u06,2023-01-10,1,4.911065816083304,0.9666666666666667,14,0.5036101551853348,1
u06,2023-01-11,1,3.0,1.3333333333333333,9,0.49453535504684026,2
u06,2023-01-12,3,8.472856713588596,3.2333333333333334,15,0.4945353550468402,3
u06,2023-01-13,2,8.065078606482516,3.45,11,0.5089773777040516,3
u06,2023-01-14,2,5.613328058645838,4.183333333333334,6,0.4423258684646913,4
u06,2023-01-15,3,9.431160462158992,5.133333333333334,11,0.5089773777040516,4
u06,2023-01-16,3,9.017200066101704,0.21666666666666667,16,0.48154341234307685,2
u06,2023-01-17,1,6.502460529273519,3.283333333333333,13,0.5089773777040515,3
u06,2023-01-18,3,6.421849384428179,2.9333333333333336,10,0.5036101551853349,3
u06,2023-01-19,2,8.660513303906997,3.8833333333333333,14,0.5036101551853349,3
u06,2023-01-20,3,8.15329769118888,3.533333333333333,15,0.4945353550468402,3
u06,2023-01-21,2,5.856085031238763,4.966666666666667,11,0.5089773777040515,3
u06,2023-01-22,2,7.186127539782969,3.9,5,0.41485111699905347,3
u06,2023-01-23,2,4.635053186185666,0.6666666666666666,16,0.4815434123430768,2
u06,2023-01-24,3,7.47927038443397,4.816666666666666,4,0.38069349381344053,3
u06,2023-01-25,2,5.479376853209905,22.85,9,0.4945353550468402,3
u06,2023-01-26,1,5.596674999667897,3.4333333333333336,7,0.4643056214875365,3
u06,2023-01-27,1,7.077254484037126,4.433333333333334,10,0.5036101551853349,3
u06,2023-01-28,2,6.770475743564418,1.4333333333333333,7,0.46430562148753646,3
u06,2023-01-29,3,5.63370486585524,3.0166666666666666,11,0.5089773777040516,4
u06,2023-01-30,3,7.046807677842744,3.1333333333333333,8,0.48154341234307674,2
u07,2023-01-01,2,3.894606551133064,1.2833333333333332,12,0.5107539184552491,3
u07,2023-01-02,2,5.932641473940472,2.95,15,0.4945353550468402,2
u07,2023-01-03,1,6.401195769216208,4.066666666666666,14,0.5036101551853348,4
u07,2023-01-04,1,6.905069484227301,4.066666666666666,11,0.5089773777040515,2
u07,2023-01-05,3,7.488452633136482,5.016666666666667,13,0.5089773777040515,3
u07,2023-01-06,2,9.010556325690215,4.183333333333334,8,0.48154341234307685,3
u07,2023-01-07,2,5.299250015070659,2.3,9,0.49453535504684026,5
u07,2023-01-08,1,9.465492122407134,2.783333333333333,8,0.4815434123430768,4
u07,2023-01-09,3,8.57014520954146,3.45,7,0.46430562148753646,3
u07,2023-01-10,3,6.074292599837654,5.033333333333333,17,0.4643056214875365,3
u07,2023-01-11,2,6.636038079690315,4.25,12,0.5107539184552492,3
u07,2023-01-12,2,7.562485578835291,0.7333333333333333,7,0.46430562148753646,3
u07,2023-01-13,1,3.6960659231943422,2.4,14,0.5036101551853348,3
u07,2023-01-14,2,7.371543705294144,2.466666666666667,8,0.4815434123430768,5
u07,2023-01-15,1,5.76452501573611,1.5333333333333332,17,0.4643056214875365,3
u07,2023-01-16,2,6.292731022539233,2.55,5,0.41485111699905336,2
u07,2023-01-17,3,5.969913410721553,0.18333333333333332,4,0.3806934938134405,3
u07,2023-01-18,1,5.378404758837176,2.066666666666667,10,0.5036101551853348,2
u07,2023-01-19,3,9.293546649147466,3.8666666666666667,9,0.49453535504684026,3
u07,2023-01-20,1,6.53255808882269,3.3333333333333335,9,0.4945353550468402,2
u07,2023-01-21,3,6.653791308196073,6.1,12,0.5107539184552491,4
u07,2023-01-22,2,5.962755808130698,4.816666666666666,12,0.5107539184552491,3
u07,2023-01-23,3,9.128053339170007,3.1333333333333333,9,0.4945353550468402,3
u07,2023-01-24,2,5.71856971828454,1.6666666666666665,12,0.5107539184552493,4
u07,2023-01-25,1,7.158021729262328,4.333333333333333,14,0.5036101551853348,3
u07,2023-01-26,1,7.780609782941728,4.35,7,0.4643056214875365,3
u07,2023-01-27,3,6.6024510469156015,6.466666666666667,7,0.46430562148753646,2
u07,2023-01-28,2,5.777324882288712,4.366666666666666,10,0.5036101551853348,4
u07,2023-01-29,1,8.41256256586246,4.95,8,0.4815434123430768,3
u07,2023-01-30,3,5.57091565289554,0.35,10,0.5036101551853349,3
u08,2023-01-01,2,8.025010503224443,3.7666666666666666,6,0.44232586846469135,3
u08,2023-01-02,3,4.873571775081793,1.4666666666666668,9,0.4945353550468403,3
u08,2023-01-03,1,6.3061663507547365,3.5,13,0.5089773777040515,3
u08,2023-01-04,3,7.555187433198618,0.1,11,0.5089773777040516,3
u08,2023-01-05,3,5.287658244592385,3.4,11,0.5089773777040516,3
u08,2023-01-06,1,8.619980129415945,0.8333333333333334,7,0.4643056214875365,2
u08,2023-01-07,2,7.3713879989554,3.3,13,0.5089773777040515,3
u08,2023-01-08,1,7.495302418821522,2.0166666666666666,11,0.5089773777040515,3
u08,2023-01-09,3,8.844727738461593,3.1666666666666665,11,0.5089773777040515,3
u08,2023-01-10,1,11.601481439344711,5.2,15,0.4945353550468402,2
u08,2023-01-11,2,5.543311611137161,0.3,12,0.5107539184552492,3
u08,2023-01-12,3,10.18877563671281,4.283333333333333,14,0.5036101551853348,4
u08,2023-01-13,1,7.590184043096539,3.4,14,0.5036101551853348,2
u08,2023-01-14,3,8.191869816501132,3.6333333333333333,10,0.5036101551853348,4
u08,2023-01-15,3,7.220625378882306,6.583333333333333,11,0.5089773777040515,4
u08,2023-01-16,2,3.0,21.483333333333334,17,0.4643056214875365,4
u08,2023-01-17,3,6.21133354418676,2.6666666666666665,16,0.4815434123430768,3
u08,2023-01-18,3,7.71671244081146,23.233333333333334,9,0.4945353550468402,2
u08,2023-01-19,2,7.133755097783362,2.55,11,0.5089773777040516,3
u08,2023-01-20,1,7.090816100448214,2.8333333333333335,2,0.28232985128663995,3
u08,2023-01-21,2,9.520201508756545,2.6666666666666665,9,0.4945353550468402,4
u08,2023-01-22,3,5.994187217113036,1.35,13,0.5089773777040516,4
u08,2023-01-23,1,8.570853116095048,2.05,10,0.5036101551853348,3
u08,2023-01-24,3,7.383433519345694,6.65,11,0.5089773777040515,5
u08,2023-01-25,3,9.05586635694801,3.5666666666666664,9,0.49453535504684026,3
u08,2023-01-26,1,7.960031704427365,1.5166666666666666,13,0.5089773777040515,3
u08,2023-01-27,3,4.733024049033695,1.8333333333333335,10,0.5036101551853348,2
u08,2023-01-28,2,5.09328571371397,2.7333333333333334,12,0.5107539184552491,3
u08,2023-01-29,3,5.2276971055124335,0.7666666666666667,9,0.4945353550468402,4
u08,2023-01-30,2,8.789096450365799,4.766666666666667,5,0.41485111699905347,2
u09,2023-01-01,3,5.011819300671942,0.7666666666666667,13,0.5089773777040515,3
u09,2023-01-02,3,5.518902649642681,2.0166666666666666,9,0.49453535504684026,3
u09,2023-01-03,3,7.637392912363325,0.23333333333333334,13,0.5089773777040515,3
u09,2023-01-04,2,6.096537288799683,3.8,18,0.44232586846469135,3
u09,2023-01-05,3,7.952805880010336,3.2666666666666666,8,0.4815434123430768,3
u09,2023-01-06,2,9.738410026041262,3.0,11,0.5089773777040515,3
u09,2023-01-07,3,5.3741259200063,0.7666666666666667,18,0.44232586846469135,4
u09,2023-01-08,2,7.980642040381243,2.75,12,0.5107539184552491,5
u09,2023-01-09,1,7.695833422574684,2.7333333333333334,11,0.5089773777040515,3
u09,2023-01-10,3,6.3629296780607145,2.3666666666666667,8,0.4815434123430768,3
u09,2023-01-11,1,6.644153768498534,2.9833333333333334,11,0.5089773777040516,2
u09,2023-01-12,3,8.552788325031777,3.0,10,0.5036101551853349,3
u09,2023-01-13,2,6.5598659868478375,5.633333333333333,14,0.5036101551853348,3
u09,2023-01-14,1,6.855246480616045,3.6,7,0.4643056214875365,3
u09,2023-01-15,1,6.9421577223452005,4.416666666666667,4,0.38069349381344053,4
u09,2023-01-16,3,6.241655879528493,5.033333333333333,12,0.5107539184552491,3
u09,2023-01-17,1,4.543919280456202,3.533333333333333,6,0.44232586846469135,3
u09,2023-01-18,2,6.4973652272662985,1.7833333333333332,4,0.38069349381344053,3
u09,2023-01-19,3,6.421616321289803,1.9333333333333333,11,0.5089773777040515,3
u09,2023-01-20,3,10.10387749628169,2.3666666666666667,8,0.48154341234307685,2
u09,2023-01-21,2,5.287918783999909,1.9,12,0.5107539184552491,4
u09,2023-01-22,1,10.316924984276763,4.833333333333333,5,0.41485111699905336,4
u09,2023-01-23,3,5.603092542323596,3.6166666666666667,12,0.5107539184552492,3
u09,2023-01-24,2,6.910399208384781,6.416666666666667,10,0.5036101551853348,3
u09,2023-01-25,2,9.601422069487164,5.766666666666667,13,0.5089773777040516,2
u09,2023-01-26,3,8.363456001901387,2.8833333333333333,14,0.5036101551853348,3
u09,2023-01-27,2,6.476172739799665,1.55,13,0.5089773777040515,3
u09,2023-01-28,3,6.915458189334741,2.5666666666666664,14,0.5036101551853349,2
u09,2023-01-29,1,6.37491000022329,1.05,8,0.4815434123430768,3
u09,2023-01-30,2,5.206727679625079,1.8166666666666667,13,0.5089773777040516,2
u10,2023-01-01,3,7.739091211273621,2.6666666666666665,16,0.4815434123430768,3
u10,2023-01-02,3,6.75639633737072,3.5666666666666664,8,0.48154341234307674,3
u10,2023-01-03,2,7.521946047960308,3.4333333333333336,11,0.5089773777040516,2
u10,2023-01-04,2,9.967386146907115,4.683333333333334,11,0.5089773777040515,3
u10,2023-01-05,2,5.287171402614419,1.1166666666666667,15,0.49453535504684026,2
u10,2023-01-06,2,8.127058048081944,4.916666666666667,14,0.5036101551853349,2
u10,2023-01-07,2,6.419723115309642,2.283333333333333,12,0.5107539184552492,4
u10,2023-01-08,3,8.322725881317039,4.966666666666667,13,0.5089773777040515,3
u10,2023-01-09,1,7.042315598709475,2.3666666666666667,14,0.5036101551853348,4
u10,2023-01-10,3,7.961934589568093,1.9166666666666665,1,0.20412414523193148,3
u10,2023-01-11,1,6.800798909015595,4.383333333333334,9,0.49453535504684026,2
u10,2023-01-12,2,5.024838283847728,3.3,14,0.5036101551853348,2
u10,2023-01-13,3,8.89964046847806,2.5833333333333335,6,0.44232586846469135,2
u10,2023-01-14,2,7.285459018700724,3.8166666666666664,8,0.4815434123430768,5
u10,2023-01-15,2,10.043297973643986,2.8166666666666664,12,0.5107539184552492,4
u10,2023-01-16,2,8.137335243729986,4.533333333333333,18,0.44232586846469135,2
u10,2023-01-17,3,9.358553538935515,4.533333333333333,12,0.5107539184552491,4
u10,2023-01-18,1,5.145390723352112,21.883333333333333,12,0.5107539184552492,3
u10,2023-01-19,2,8.64697414470542,3.3666666666666667,8,0.4815434123430768,3
u10,2023-01-20,2,6.430954033880243,3.05,7,0.4643056214875365,2
u10,2023-01-21,3,5.524993185988775,3.5666666666666664,13,0.5089773777040515,4
u10,2023-01-22,1,11.14432207090311,5.966666666666667,9,0.4945353550468402,3
u10,2023-01-23,1,6.362002115548552,3.9,9,0.49453535504684026,3
u10,2023-01-24,1,6.234476395376946,3.9833333333333334,6,0.4423258684646914,3
u10,2023-01-25,3,6.649188260614661,3.183333333333333,15,0.49453535504684026,3
u10,2023-01-26,3,6.19591882313326,3.216666666666667,9,0.49453535504684026,4
u10,2023-01-27,2,6.979573994920279,3.216666666666667,12,0.5107539184552493,3
u10,2023-01-28,2,9.0765630323163,4.716666666666667,8,0.4815434123430768,5
u10,2023-01-29,1,5.72039921444106,3.1166666666666667,12,0.5107539184552491,4
u10,2023-01-30,1,6.519332780323996,4.5,12,0.5107539184552491,3
u11,2023-01-01,2,5.585753030023744,4.0,9,0.49453535504684026,3
u11,2023-01-02,1,6.963257515374515,2.466666666666667,10,0.5036101551853349,3
u11,2023-01-03,3,7.214656343251613,3.35,7,0.4643056214875365,3
u11,2023-01-04,3,5.0180741064130565,1.1666666666666667,11,0.5089773777040515,2
u11,2023-01-05,2,5.191873938799522,23.583333333333332,12,0.5107539184552492,2
u11,2023-01-06,3,6.5450896516077,5.5,8,0.4815434123430768,3
u11,2023-01-07,3,7.521014367451376,3.283333333333333,9,0.49453535504684026,4
u11,2023-01-08,3,6.584751139497786,2.05,15,0.49453535504684026,4
u11,2023-01-09,3,8.122948030042593,3.1166666666666667,9,0.49453535504684026,3
u11,2023-01-10,1,9.328966157323428,2.05,11,0.5089773777040516,4
u11,2023-01-11,2,7.040048980104474,5.316666666666666,13,0.5089773777040515,2
u11,2023-01-12,1,7.363262979698542,3.216666666666667,12,0.5107539184552492,3
u11,2023-01-13,3,10.701453686107715,4.183333333333334,10,0.5036101551853349,4
u11,2023-01-14,2,6.473542913474047,4.983333333333333,7,0.4643056214875365,3
u11,2023-01-15,3,8.600100062479108,3.3333333333333335,14,0.5036101551853349,3
u11,2023-01-16,2,8.660818555064624,5.266666666666667,13,0.5089773777040516,2
u11,2023-01-17,2,7.725370598360417,4.333333333333333,11,0.5089773777040515,1
